index,meta_idx,batch_idx,action,type,query,url,response_1,response_2,response_3,response_4,response_5,mode,agreement
11821,4572,127,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1752.mp4,no,yes,yes,yes,yes,yes,0.8
11822,4573,127,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1754.mp4,no,no,yes,yes,no,no,0.6
11823,4574,127,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1755.mp4,yes,no,yes,yes,no,yes,0.6
11824,4575,127,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1757.mp4,yes,no,yes,yes,no,yes,0.6
11825,4576,127,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1758.mp4,no,no,yes,yes,no,no,0.6
11826,4577,127,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1761.mp4,no,no,yes,yes,unsure,yes,0.4
11827,4578,127,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1762.mp4,yes,no,yes,yes,no,yes,0.6
11828,4579,127,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1765.mp4,no,no,yes,yes,no,no,0.6
11829,4580,127,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1766.mp4,no,no,yes,yes,no,no,0.6
11830,4590,129,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1780.mp4,unsure,no,no,no,no,no,0.8
11831,4591,129,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1781.mp4,unsure,no,no,no,no,no,0.8
11832,4592,129,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1782.mp4,unsure,no,no,no,no,no,0.8
11833,4593,129,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1784.mp4,unsure,no,no,no,no,no,0.8
11834,4594,129,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1785.mp4,unsure,no,no,yes,no,no,0.6
11835,4595,129,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1786.mp4,unsure,yes,no,yes,no,yes,0.4
11836,4596,129,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1792.mp4,yes,yes,no,yes,no,yes,0.6
11837,4597,129,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1795.mp4,no,no,no,no,no,no,1.0
11838,4598,129,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1798.mp4,no,no,no,no,no,no,1.0
11839,4599,129,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1799.mp4,no,no,no,no,no,no,1.0
11840,4554,125,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1703.mp4,no,no,no,yes,no,no,0.8
11841,4555,125,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1704.mp4,no,yes,no,no,no,no,0.8
11842,4556,125,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1705.mp4,no,no,no,yes,no,no,0.8
11843,4557,125,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1708.mp4,yes,yes,no,yes,no,yes,0.6
11844,4558,125,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1709.mp4,no,no,no,no,yes,no,0.8
11845,3694,125,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/171.mp4,no,yes,no,yes,no,no,0.6
11846,4559,125,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1712.mp4,yes,no,yes,no,yes,yes,0.6
11847,4560,125,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1715.mp4,no,yes,no,yes,no,no,0.6
11848,4561,125,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1717.mp4,yes,no,no,yes,no,no,0.6
11849,4562,125,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1722.mp4,no,yes,no,no,yes,no,0.6
11850,4581,128,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1767.mp4,no,no,no,yes,no,no,0.8
11851,4582,128,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1768.mp4,no,no,no,no,yes,no,0.8
11852,4583,128,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1769.mp4,no,no,no,yes,no,no,0.8
11853,3697,128,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/177.mp4,no,no,no,yes,yes,no,0.6
11854,4584,128,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1770.mp4,no,no,no,yes,no,no,0.8
11855,4585,128,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1771.mp4,no,no,no,yes,yes,no,0.6
11856,4586,128,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1772.mp4,no,no,no,yes,no,no,0.8
11857,4587,128,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1776.mp4,no,no,no,yes,yes,no,0.6
11858,4588,128,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1778.mp4,no,no,no,yes,no,no,0.8
11859,4589,128,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1779.mp4,no,no,no,yes,no,no,0.8
11860,4563,126,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1727.mp4,no,no,no,no,no,no,1.0
11861,4564,126,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1728.mp4,yes,no,no,no,no,no,0.8
11862,4565,126,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1729.mp4,no,no,no,no,no,no,1.0
11863,3695,126,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/173.mp4,no,no,no,yes,yes,no,0.6
11864,4566,126,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1730.mp4,yes,no,no,no,no,no,0.8
11865,4567,126,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1736.mp4,yes,no,no,no,no,no,0.8
11866,3696,126,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/174.mp4,yes,no,no,no,no,no,0.8
11867,4568,126,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1741.mp4,yes,yes,yes,yes,yes,yes,1.0
11868,4569,126,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1743.mp4,yes,no,no,no,no,no,0.8
11869,4570,126,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1748.mp4,no,no,no,yes,no,no,0.8
11870,4545,124,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1692.mp4,yes,no,no,no,no,no,0.8
11871,4546,124,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1693.mp4,yes,no,yes,no,no,no,0.6
11872,4547,124,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1694.mp4,yes,no,no,no,no,no,0.8
11873,4548,124,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1695.mp4,yes,no,no,no,no,no,0.8
11874,4549,124,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1696.mp4,yes,no,no,no,no,no,0.8
11875,4550,124,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1697.mp4,yes,no,yes,no,no,no,0.6
11876,4551,124,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1698.mp4,yes,no,no,no,no,no,0.8
11877,3693,124,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/170.mp4,yes,no,yes,yes,yes,yes,0.8
11878,4552,124,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1701.mp4,yes,no,yes,yes,no,yes,0.6
11879,4553,124,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1702.mp4,yes,no,yes,yes,no,yes,0.6
11880,3692,122,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/166.mp4,yes,no,yes,no,no,no,0.6
11881,4526,122,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1662.mp4,no,no,yes,no,no,no,0.8
11882,4527,122,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1663.mp4,yes,no,yes,no,no,no,0.6
11883,4528,122,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1664.mp4,no,no,yes,no,no,no,0.8
11884,4529,122,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1669.mp4,unsure,no,yes,no,no,no,0.6
11885,4530,122,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1670.mp4,yes,no,yes,yes,no,yes,0.6
11886,4531,122,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1671.mp4,unsure,no,yes,no,no,no,0.6
11887,4532,122,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1672.mp4,no,no,yes,no,no,no,0.8
11888,4533,122,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1674.mp4,no,no,yes,no,no,no,0.8
11889,4534,122,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1676.mp4,yes,no,yes,no,no,no,0.6
11890,3688,119,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/162.mp4,yes,yes,no,yes,yes,yes,0.8
11891,4500,119,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1621.mp4,yes,yes,yes,yes,yes,yes,1.0
11892,4501,119,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1623.mp4,yes,yes,yes,yes,yes,yes,1.0
11893,4502,119,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1625.mp4,no,no,yes,unsure,yes,yes,0.4
11894,4503,119,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1627.mp4,no,no,no,yes,no,no,0.8
11895,3689,119,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/163.mp4,yes,yes,yes,yes,no,yes,0.8
11896,4504,119,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1630.mp4,yes,no,no,yes,no,no,0.6
11897,4505,119,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1632.mp4,yes,yes,no,yes,no,yes,0.6
11898,4506,119,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1633.mp4,yes,yes,no,yes,yes,yes,0.8
11899,4507,119,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1634.mp4,yes,yes,no,yes,yes,yes,0.8
11900,4517,121,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1647.mp4,no,no,no,no,no,no,1.0
11901,4518,121,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1648.mp4,yes,no,no,no,no,no,0.8
11902,4519,121,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1649.mp4,no,no,no,no,no,no,1.0
11903,3691,121,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/165.mp4,no,no,no,no,no,no,1.0
11904,4520,121,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1650.mp4,no,no,no,no,no,no,1.0
11905,4521,121,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1651.mp4,yes,no,no,no,no,no,0.8
11906,4522,121,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1652.mp4,no,no,no,no,no,no,1.0
11907,4523,121,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1653.mp4,yes,no,no,no,no,no,0.8
11908,4524,121,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1654.mp4,no,no,no,no,no,no,1.0
11909,4525,121,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1658.mp4,no,yes,yes,yes,no,yes,0.6
11910,4490,118,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1605.mp4,yes,no,no,yes,no,no,0.6
11911,4491,118,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1607.mp4,yes,no,yes,no,no,no,0.6
11912,4492,118,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1608.mp4,yes,no,no,unsure,no,no,0.6
11913,4493,118,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1609.mp4,no,no,yes,unsure,no,no,0.6
11914,4494,118,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1610.mp4,yes,no,no,unsure,no,no,0.6
11915,4495,118,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1611.mp4,yes,no,no,unsure,no,no,0.6
11916,4496,118,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1614.mp4,no,no,no,unsure,no,no,0.8
11917,4497,118,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1616.mp4,no,no,no,unsure,no,no,0.8
11918,4498,118,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1617.mp4,no,no,yes,unsure,no,no,0.6
11919,4499,118,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1618.mp4,yes,no,no,unsure,yes,yes,0.4
11920,4508,120,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1637.mp4,no,yes,no,yes,yes,yes,0.6
11921,4509,120,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1638.mp4,yes,yes,no,yes,yes,yes,0.8
11922,4510,120,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1639.mp4,yes,yes,yes,yes,no,yes,0.8
11923,3690,120,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/164.mp4,yes,yes,no,no,yes,yes,0.6
11924,4511,120,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1640.mp4,yes,yes,yes,yes,yes,yes,1.0
11925,4512,120,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1641.mp4,yes,yes,yes,yes,no,yes,0.8
11926,4513,120,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1642.mp4,yes,yes,yes,yes,yes,yes,1.0
11927,4514,120,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1643.mp4,yes,yes,yes,yes,yes,yes,1.0
11928,4515,120,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1644.mp4,yes,yes,no,no,yes,yes,0.6
11929,4516,120,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1645.mp4,yes,yes,yes,yes,yes,yes,1.0
11930,4535,123,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1677.mp4,no,no,yes,no,yes,no,0.6
11931,4536,123,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1678.mp4,yes,no,yes,no,yes,yes,0.6
11932,4537,123,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1680.mp4,no,no,yes,no,yes,no,0.6
11933,4538,123,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1681.mp4,yes,no,yes,no,yes,yes,0.6
11934,4539,123,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1683.mp4,no,no,yes,no,yes,no,0.6
11935,4540,123,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1684.mp4,yes,no,yes,no,yes,yes,0.6
11936,4541,123,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1686.mp4,no,no,yes,no,yes,no,0.6
11937,4542,123,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1687.mp4,yes,no,yes,no,yes,yes,0.6
11938,4543,123,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1690.mp4,no,no,no,no,yes,no,0.8
11939,4544,123,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1691.mp4,yes,no,no,no,yes,no,0.6
11940,4445,113,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1521.mp4,no,no,yes,no,no,no,0.8
11941,4446,113,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1522.mp4,no,no,yes,no,no,no,0.8
11942,4447,113,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1523.mp4,no,no,yes,no,no,no,0.8
11943,4448,113,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1524.mp4,no,no,yes,yes,no,no,0.6
11944,4449,113,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1525.mp4,no,no,yes,yes,no,no,0.6
11945,4450,113,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1526.mp4,no,no,yes,yes,no,no,0.6
11946,4451,113,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1527.mp4,no,no,yes,yes,no,no,0.6
11947,4452,113,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1528.mp4,no,no,yes,yes,no,no,0.6
11948,4453,113,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1529.mp4,no,yes,no,no,no,no,0.8
11949,3683,113,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/153.mp4,no,yes,yes,yes,yes,yes,0.8
11950,4482,117,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1580.mp4,no,no,no,no,no,no,1.0
11951,4483,117,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1581.mp4,no,no,no,no,no,no,1.0
11952,4484,117,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1585.mp4,no,no,unsure,no,yes,no,0.6
11953,4485,117,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1586.mp4,no,no,unsure,no,no,no,0.8
11954,4486,117,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1587.mp4,yes,yes,yes,yes,yes,yes,1.0
11955,4487,117,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1589.mp4,no,no,no,no,no,no,1.0
11956,3686,117,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/159.mp4,no,no,no,yes,no,no,0.8
11957,4488,117,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1590.mp4,no,no,no,no,no,no,1.0
11958,4489,117,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1599.mp4,no,no,no,no,yes,no,0.8
11959,3687,117,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/160.mp4,no,no,unsure,no,yes,no,0.6
11960,4464,115,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1548.mp4,yes,yes,yes,no,no,yes,0.6
11961,4465,115,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1549.mp4,yes,yes,no,no,yes,yes,0.6
11962,4466,115,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1550.mp4,yes,yes,yes,no,unsure,yes,0.6
11963,4467,115,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1552.mp4,yes,yes,yes,no,no,yes,0.6
11964,4468,115,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1553.mp4,yes,yes,no,no,yes,yes,0.6
11965,4469,115,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1555.mp4,yes,unsure,no,no,no,no,0.6
11966,4470,115,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1556.mp4,yes,yes,yes,yes,no,yes,0.8
11967,4471,115,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1559.mp4,yes,unsure,unsure,no,no,no,0.4
11968,3684,115,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/156.mp4,yes,yes,no,no,no,no,0.6
11969,4472,115,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1560.mp4,yes,unsure,no,no,yes,yes,0.4
11970,4473,116,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1561.mp4,no,no,no,yes,no,no,0.8
11971,4474,116,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1562.mp4,yes,no,no,yes,no,no,0.6
11972,4475,116,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1563.mp4,no,no,no,yes,no,no,0.8
11973,4476,116,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1564.mp4,yes,no,no,yes,no,no,0.6
11974,4477,116,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1565.mp4,no,no,no,yes,no,no,0.8
11975,4478,116,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1571.mp4,yes,no,yes,yes,yes,yes,0.8
11976,4479,116,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1575.mp4,yes,no,no,yes,yes,yes,0.6
11977,4480,116,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1578.mp4,no,no,yes,yes,no,no,0.6
11978,4481,116,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1579.mp4,no,no,no,yes,no,no,0.8
11979,3685,116,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/158.mp4,no,no,yes,yes,yes,yes,0.6
11980,4437,112,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1509.mp4,no,no,yes,no,yes,no,0.6
11981,3681,112,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/151.mp4,no,yes,yes,unsure,yes,yes,0.6
11982,4438,112,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1510.mp4,no,yes,yes,yes,yes,yes,0.8
11983,4439,112,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1511.mp4,no,no,no,no,no,no,1.0
11984,4440,112,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1512.mp4,no,yes,no,unsure,yes,yes,0.4
11985,4441,112,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1514.mp4,yes,yes,yes,yes,yes,yes,1.0
11986,4442,112,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1516.mp4,yes,yes,yes,unsure,yes,yes,0.8
11987,4443,112,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1518.mp4,no,no,no,no,no,no,1.0
11988,3682,112,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/152.mp4,no,yes,no,yes,no,no,0.6
11989,4444,112,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1520.mp4,no,no,no,unsure,no,no,0.8
11990,4454,114,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1532.mp4,no,yes,no,no,no,no,0.8
11991,4455,114,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1533.mp4,yes,yes,no,no,no,no,0.6
11992,4456,114,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1534.mp4,no,yes,no,no,no,no,0.8
11993,4457,114,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1536.mp4,yes,yes,no,no,no,no,0.6
11994,4458,114,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1537.mp4,unsure,yes,yes,no,yes,yes,0.6
11995,4459,114,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1539.mp4,yes,yes,yes,no,no,yes,0.6
11996,4460,114,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1541.mp4,no,yes,yes,no,no,no,0.6
11997,4461,114,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1542.mp4,yes,yes,yes,no,yes,yes,0.8
11998,4462,114,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1543.mp4,no,yes,yes,no,no,no,0.6
11999,4463,114,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1544.mp4,unsure,yes,no,no,no,no,0.6
12000,4402,108,slap,train,Does the object get slapped?,https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1437.mp4,no,no,no,no,no,no,1.0
