index,indices,type,action,query,urls,responses
121,"[71532, 71533, 71534, 71535, 71536, 71537, 71538, 71539, 71028, 71540]",train,push,Does the object get pushed?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1008.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1009.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1010.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1012.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1013.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1017.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1018.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1019.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/102.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1020.mp4""]",0
122,"[71541, 71542, 71543, 71544, 71545, 71546, 71547, 71548, 71549, 71550]",train,push,Does the object get pushed?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1021.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1022.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1023.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1024.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1025.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1034.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1035.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1036.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1037.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1038.mp4""]",0
123,"[71551, 71552, 71553, 71554, 71555, 71556, 71557, 71558, 71559, 71560]",train,push,Does the object get pushed?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1039.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1040.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1041.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1042.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1043.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1044.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1045.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1048.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1050.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1051.mp4""]",0
124,"[71561, 71562, 71563, 71564, 71565, 71566, 71567, 71568, 71569, 71570]",train,push,Does the object get pushed?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1052.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1053.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1055.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1056.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1057.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1058.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1060.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1061.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1064.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1069.mp4""]",0
125,"[71029, 71571, 71572, 71030, 71573, 71574, 71575, 71576, 71577, 71578]",train,push,Does the object get pushed?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/107.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1070.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1071.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/108.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1080.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1083.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1085.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1086.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1087.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1088.mp4""]",0
126,"[71031, 71579, 71580, 71581, 71582, 71583, 71032, 71584, 71585, 71586]",train,push,Does the object get pushed?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/109.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1092.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1094.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1095.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1097.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1103.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/111.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1113.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1116.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1118.mp4""]",0
127,"[71587, 71033, 71588, 71589, 71590, 71591, 71592, 71593, 71594, 71595]",train,push,Does the object get pushed?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1119.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/112.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1120.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1121.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1122.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1124.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1125.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1126.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1127.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1129.mp4""]",0
128,"[74590, 74591, 74600, 74690, 75590, 75591, 75592, 75593, 75594, 75595]",train,flip,Is the object flipping?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/0.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/10.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/100.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1000.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1001.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1002.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1003.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1004.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1005.mp4""]",0
129,"[75596, 75597, 75598, 75599, 74691, 75600, 75601, 75602, 75603, 75604]",train,flip,Is the object flipping?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1006.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1007.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1008.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1009.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/101.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1010.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1011.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1012.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1013.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1014.mp4""]",0
130,"[75605, 75606, 75607, 75608, 75609, 74692, 75610, 75611, 75612, 75613]",train,flip,Is the object flipping?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1015.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1016.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1017.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1018.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1019.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/102.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1020.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1021.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1022.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1023.mp4""]",0
131,"[75614, 75615, 75616, 75617, 75618, 75619, 74693, 75620, 75621, 75622]",train,flip,Is the object flipping?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1024.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1025.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1026.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1027.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1028.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1029.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/103.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1030.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1031.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1032.mp4""]",0
132,"[75623, 75624, 75625, 75626, 75627, 75628, 75629, 74694, 75630, 75631]",train,flip,Is the object flipping?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1033.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1034.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1035.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1036.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1037.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1038.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1039.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/104.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1040.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1041.mp4""]",0
133,"[75632, 75633, 75634, 75635, 75636, 75637, 75638, 75639, 74695, 75640]",train,flip,Is the object flipping?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1042.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1043.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1044.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1045.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1046.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1047.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1048.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1049.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/105.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1050.mp4""]",0
134,"[75641, 75642, 75643, 75644, 75645, 75646, 75647, 75648, 75649, 74696]",train,flip,Is the object flipping?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1051.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1052.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1053.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1054.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1055.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1056.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1057.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1058.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1059.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/106.mp4""]",0
135,"[75650, 75651, 75652, 75653, 75654, 75655, 75656, 75657, 75658, 75659]",train,flip,Is the object flipping?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1060.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1061.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1062.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1063.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1064.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1065.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1066.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1067.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1068.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1069.mp4""]",0
136,"[81125, 81126, 81135, 81225, 82125, 82126, 82127, 82128, 82129, 82130]",train,start,Does the object start moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/0.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/10.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/100.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1000.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1001.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1002.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1003.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1004.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1005.mp4""]",0
137,"[82131, 82132, 82133, 82134, 81226, 82135, 82136, 82137, 82138, 82139]",train,start,Does the object start moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1006.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1007.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1008.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1009.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/101.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1010.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1011.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1012.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1013.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1014.mp4""]",0
138,"[82140, 82141, 82142, 82143, 82144, 81227, 82145, 82146, 82147, 82148]",train,start,Does the object start moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1015.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1016.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1017.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1018.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1019.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/102.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1020.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1021.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1022.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1023.mp4""]",0
139,"[82149, 82150, 82151, 82152, 82153, 82154, 81228, 82155, 82156, 82157]",train,start,Does the object start moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1024.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1025.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1026.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1027.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1028.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1029.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/103.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1030.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1031.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1032.mp4""]",0
140,"[82158, 82159, 82160, 82161, 82162, 82163, 82164, 81229, 82165, 82166]",train,start,Does the object start moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1033.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1034.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1035.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1036.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1037.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1038.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1039.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/104.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1040.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1041.mp4""]",0
141,"[82167, 82168, 82169, 82170, 82171, 82172, 82173, 82174, 81230, 82175]",train,start,Does the object start moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1042.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1043.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1044.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1045.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1046.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1047.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1048.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1049.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/105.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1050.mp4""]",0
142,"[82176, 82177, 82178, 82179, 82180, 82181, 82182, 82183, 82184, 81231]",train,start,Does the object start moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1051.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1052.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1053.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1054.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1055.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1056.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1057.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1058.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1059.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/106.mp4""]",0
143,"[82185, 82186, 82187, 82188, 82189, 82190, 82191, 82192, 82193, 82194]",train,start,Does the object start moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1060.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1061.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1062.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1063.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1064.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1065.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1066.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1067.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1068.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1069.mp4""]",0
144,"[87660, 87661, 87670, 87760, 88660, 88661, 88662, 88663, 88664, 88665]",train,stop,Does the object stop moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/0.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/10.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/100.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1000.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1001.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1002.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1003.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1004.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1005.mp4""]",0
145,"[88666, 88667, 88668, 88669, 87761, 88670, 88671, 88672, 88673, 88674]",train,stop,Does the object stop moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1006.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1007.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1008.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1009.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/101.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1010.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1011.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1012.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1013.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1014.mp4""]",0
146,"[88675, 88676, 88677, 88678, 88679, 87762, 88680, 88681, 88682, 88683]",train,stop,Does the object stop moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1015.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1016.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1017.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1018.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1019.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/102.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1020.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1021.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1022.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1023.mp4""]",0
147,"[88684, 88685, 88686, 88687, 88688, 88689, 87763, 88690, 88691, 88692]",train,stop,Does the object stop moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1024.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1025.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1026.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1027.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1028.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1029.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/103.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1030.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1031.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1032.mp4""]",0
148,"[88693, 88694, 88695, 88696, 88697, 88698, 88699, 87764, 88700, 88701]",train,stop,Does the object stop moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1033.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1034.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1035.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1036.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1037.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1038.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1039.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/104.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1040.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1041.mp4""]",0
149,"[88702, 88703, 88704, 88705, 88706, 88707, 88708, 88709, 87765, 88710]",train,stop,Does the object stop moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1042.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1043.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1044.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1045.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1046.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1047.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1048.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1049.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/105.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1050.mp4""]",0
150,"[88711, 88712, 88713, 88714, 88715, 88716, 88717, 88718, 88719, 87766]",train,stop,Does the object stop moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1051.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1052.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1053.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1054.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1055.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1056.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1057.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1058.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1059.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/106.mp4""]",0
151,"[88720, 88721, 88722, 88723, 88724, 88725, 88726, 88727, 88728, 88729]",train,stop,Does the object stop moving?,"[""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1060.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1061.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1062.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1063.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1064.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1065.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1066.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1067.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1068.mp4"", ""https://plunarlabcit.services.brown.edu/crowdsourcing/videos/1069.mp4""]",0
